iter	RMSE
799	0.7453942484
800	0.7452811085
801	0.7451921397
802	0.7450975269
803	0.7449553075
804	0.7448066693
805	0.744666779
806	0.7444957531
807	0.7443882505
808	0.7442447761
809	0.7441525689
810	0.7440853575
811	0.7439942613
812	0.7439335994
813	0.7438085544
814	0.7437194393
815	0.7436645162
816	0.7435526474
817	0.7434428503
818	0.743329476
819	0.7432165936
820	0.7431170051
821	0.7429910652
822	0.7429416956
823	0.7428288464
824	0.7427402623
825	0.7425952471
826	0.742477037
827	0.7424020979
828	0.7422501442
829	0.7422093006
830	0.7420279481
831	0.7419093929
832	0.7418016184
833	0.7416785285
834	0.741621337
835	0.7415323344
836	0.7414699515
837	0.7413929547
838	0.7412948802
839	0.7412005958
840	0.7409910195
841	0.7409088719
842	0.7408638705
843	0.7407737314
844	0.7406430489
845	0.7405467807
846	0.7404915382
847	0.7403972726
848	0.7403196778
849	0.7401984818
850	0.7401452559
851	0.7399794582
852	0.7398385795
853	0.7397581522
854	0.7396648205
855	0.7396263022
856	0.7395386661
857	0.7393651187
858	0.7392659093
859	0.7391965828
860	0.7390566912
861	0.7388685999
862	0.7387731674
863	0.7386664004
864	0.7385569958
865	0.7384642802
866	0.7382891674
867	0.7381949819
868	0.7380853057
869	0.7380029005
870	0.7378633566
871	0.7377813041
872	0.7376795169
873	0.7376114372
874	0.7375382655
875	0.737459893
876	0.7373863889
877	0.7373031079
878	0.7372433384
879	0.7371782303
880	0.7371007161
881	0.7370291579
882	0.7369200044
883	0.7368318012
884	0.7366629669
885	0.7365634907
886	0.7364594007
887	0.7363517158
888	0.7362390515
889	0.7361387125
890	0.7360559997
891	0.7359446616
892	0.7358085268
893	0.7357557664
894	0.735676111
895	0.7355300948
896	0.7354404416
897	0.7352626718
898	0.7351520503
899	0.7350525748
900	0.7349602629
901	0.734877199
902	0.7348190341
903	0.7347226438
904	0.7346399993
905	0.7345385083
906	0.7344832097
907	0.7344096558
908	0.7342565273
909	0.7340732297
910	0.7339825025
911	0.7339122337
912	0.7338191311
913	0.7337308277
914	0.7336689664
915	0.733529209
916	0.733443193
917	0.7333487061
918	0.7332586506
919	0.7330776344
920	0.7329507551
921	0.7328234386
922	0.7327433195
923	0.7327028803
924	0.7326011378
925	0.7325147307
926	0.7324421635
927	0.7323510229
928	0.7322336914
929	0.7321166167
930	0.7319857051
931	0.7318838033
932	0.7318216465
933	0.7317583171
934	0.7316825117
935	0.731605836
936	0.7315259842
937	0.7313796688
938	0.7312579128
939	0.7312028083
940	0.7311139996
941	0.7310057552
942	0.7309359486
943	0.7307802704
944	0.7306459562
945	0.7306042258
946	0.7304949115
947	0.7303735189
948	0.7302791601
949	0.730208363
950	0.7300499456
951	0.7299470146
952	0.7298459976
953	0.7296730796
954	0.7295461383
955	0.729385476
956	0.7291995888
957	0.7290822058
958	0.7289810894
959	0.7288713098
960	0.7287605811
961	0.7286637713
962	0.7285708536
963	0.7284787454
964	0.7284240702
965	0.728263355
966	0.728177288
967	0.7280731291
968	0.7279737663
969	0.7278831224
970	0.7278004237
971	0.7277035614
972	0.7275868484
973	0.7274933974
974	0.7273361415
975	0.7271969691
976	0.7271155453
977	0.7269525764
978	0.7268700312
979	0.7268322522
980	0.7267565914
981	0.7266995099
982	0.7266291296
983	0.7265234519
984	0.726427669
985	0.7263266388
986	0.726254042
987	0.7261191518
988	0.7260682191
989	0.7259236026
990	0.7258484894
991	0.725781277
992	0.7256812693
993	0.7256172979
994	0.7255014864
995	0.7254487249
996	0.7253272503
997	0.725227022
998	0.7251452136
999	0.7250814905
